iteration no.; 0; x coordinate; y coordinate; 
Particle no.; 23;  2.7204; 6.18514;
Particle no.; 24;  2.17658; 4.54532;
Particle no.; 25;  4.93182; 4.82922;
Particle no.; 26;  5.82998; 4.15812;
Particle no.; 27;  1.86127; 2.43434;
Particle no.; 28;  0.0394007; 4.73615;
Particle no.; 29;  2.7926; 4.42352;
Particle no.; 30;  4.00655; 2.52631;
Particle no.; 31;  6.30553; 2.25363;
Particle no.; 32;  4.09208; 4.16644;
Particle no.; 33;  2.21424; 2.65469;
Particle no.; 34;  5.63; 5.1996;
Particle no.; 35;  0.0634692; 2.24654;
Particle no.; 36;  1.83067; 6.55998;
Particle no.; 37;  0.294878; 5.27037;
Particle no.; 38;  6.67294; 3.12793;
Particle no.; 39;  6.84594; 0;
Particle no.; 40;  6.53235; 6.25691;
Particle no.; 41;  5.22366; 5.39233;
Particle no.; 42;  2.165; 4.94025;
Particle no.; 43;  6.59115; 6.70652;
Particle no.; 44;  6.84397; 0;
Particle no.; 45;  1.83686; 6.02142;
Particle no.; 46;  1.05611; 0.218577;
Particle no.; 47;  1.20814; 6.08706;
Particle no.; 48;  5.02716; 4.15412;
Particle no.; 49;  3.77962; 5.5481;
iteration no.; 260; x coordinate; y coordinate; 
Particle no.; 0;  7; 1.88933;
Particle no.; 1;  2.93773; 3.09572;
Particle no.; 2;  6.19128; 2.48013;
Particle no.; 3;  5.81146; 5.93693;
Particle no.; 4;  1.07312; 0.430909;
Particle no.; 5;  1.98553; 7;
Particle no.; 6;  1.58594; 7;
Particle no.; 7;  7; 2.59345;
Particle no.; 8;  6.11629; 0;
Particle no.; 9;  2.67031; 4.31816;
Particle no.; 10;  7; 3.36276;
Particle no.; 11;  2.08142; 4.96452;
Particle no.; 12;  2.63501; 6.32284;
Particle no.; 13;  5.81994; 2.40418;
Particle no.; 14;  1.17377; 2.75673;
Particle no.; 15;  6.82465; 2.83535;
Particle no.; 16;  7; 3.07657;
Particle no.; 17;  5.03464; 2.89082;
Particle no.; 18;  3.43158; 4.54028;
Particle no.; 19;  2.73968; 4.06644;
Particle no.; 20;  2.79584; 4.1626;
Particle no.; 21;  6.46786; 2.94896;
Particle no.; 22;  1.46033; 7;
Particle no.; 23;  1.82597; 6.25272;
Particle no.; 24;  2.17855; 4.5473;
Particle no.; 25;  0; 4.62733;
Particle no.; 26;  6.04162; 4.36976;
Particle no.; 27;  0.716843; 0.937548;
Particle no.; 28;  0.0379628; 6.27614;
Particle no.; 29;  2.76629; 4.39721;
Particle no.; 30;  4.00655; 2.52631;
Particle no.; 31;  6.35752; 1.40368;
Particle no.; 32;  0.697602; 3.91679;
Particle no.; 33;  3.64155; 3.9873;
Particle no.; 34;  5.86362; 5.50663;
Particle no.; 35;  0.065595; 2.58636;
Particle no.; 36;  1.60241; 5.90433;
Particle no.; 37;  0.114776; 5.63362;
Particle no.; 38;  6.6669; 3.07866;
Particle no.; 39;  6.87421; 0;
Particle no.; 40;  6.1254; 5.6919;
Particle no.; 41;  5.30233; 5.46359;
Particle no.; 42;  2.16826; 4.94332;
Particle no.; 43;  6.59153; 6.70681;
Particle no.; 44;  6.84304; 0;
Particle no.; 45;  1.78412; 5.96644;
Particle no.; 46;  7; 6.89657;
Particle no.; 47;  1.0648; 6.02362;
Particle no.; 48;  5.06108; 4.18804;
Particle no.; 49;  0.850201; 3.18801;
iteration no.; 270; x coordinate; y coordinate; 
Particle no.; 0;  7; 1.88995;
Particle no.; 1;  2.94247; 3.10047;
Particle no.; 2;  6.27305; 2.96616;
Particle no.; 3;  6.2974; 6.36767;
Particle no.; 4;  0.438728; 0.192615;
Particle no.; 5;  1.98431; 7;
Particle no.; 6;  1.57227; 7;
Particle no.; 7;  7; 2.88838;
Particle no.; 8;  6.09199; 0;
Particle no.; 9;  2.67073; 4.31858;
Particle no.; 10;  7; 2.21588;
Particle no.; 11;  2.16282; 5.00886;
Particle no.; 12;  2.09204; 6.55385;
Particle no.; 13;  5.91907; 2.67141;
Particle no.; 14;  4.59023; 7;
Particle no.; 15;  6.82251; 2.63892;
Particle no.; 16;  7; 1.64902;
Particle no.; 17;  5.03536; 2.89134;
Particle no.; 18;  2.48697; 3.72594;
Particle no.; 19;  2.73498; 4.05817;
Particle no.; 20;  1.98335; 3.81411;
Particle no.; 21;  7; 7;
Particle no.; 22;  2.12029; 7;
Particle no.; 23;  3.2232; 6.7641;
Particle no.; 24;  2.18842; 4.55717;
Particle no.; 25;  3.91075; 4.79244;
Particle no.; 26;  3.80731; 1.21987;
Particle no.; 27;  0.626284; 0.819109;
Particle no.; 28;  0.0411074; 4.54581;
Particle no.; 29;  2.78269; 4.41361;
Particle no.; 30;  4.00653; 2.5263;
Particle no.; 31;  6.2934; 2.45193;
Particle no.; 32;  3.54537; 4.12623;
Particle no.; 33;  3.47572; 3.83248;
Particle no.; 34;  5.76275; 5.37406;
Particle no.; 35;  0.0226879; 2.05641;
Particle no.; 36;  1.78824; 6.43826;
Particle no.; 37;  0.390994; 5.07652;
Particle no.; 38;  6.55895; 2.19791;
Particle no.; 39;  6.73876; 0;
Particle no.; 40;  6.76743; 6.61422;
Particle no.; 41;  5.37642; 5.53069;
Particle no.; 42;  2.16453; 4.93981;
Particle no.; 43;  6.61168; 6.72252;
Particle no.; 44;  6.84296; 0;
Particle no.; 45;  1.81263; 5.99616;
Particle no.; 46;  3.50396; 2.32962;
Particle no.; 47;  2.14967; 6.34847;
Particle no.; 48;  5.01876; 4.14571;
Particle no.; 49;  4.11278; 5.46981;
iteration no.; 280; x coordinate; y coordinate; 
Particle no.; 0;  7; 4.62487;
Particle no.; 1;  3.03064; 3.18863;
Particle no.; 2;  6.20389; 2.55506;
Particle no.; 3;  6.09594; 6.18909;
Particle no.; 4;  0.49811; 0.214878;
Particle no.; 5;  1.98494; 7;
Particle no.; 6;  1.57224; 7;
Particle no.; 7;  7; 3.02357;
Particle no.; 8;  6.12133; 0;
Particle no.; 9;  2.6704; 4.31825;
Particle no.; 10;  7; 1.67665;
Particle no.; 11;  2.24155; 5.05174;
Particle no.; 12;  1.4617; 6.15402;
Particle no.; 13;  6.0557; 2.78349;
Particle no.; 14;  1.8618; 4.06235;
Particle no.; 15;  6.82727; 3.07573;
Particle no.; 16;  7; 4.94073;
Particle no.; 17;  5.03367; 2.89012;
Particle no.; 18;  2.86918; 4.05539;
Particle no.; 19;  2.72679; 4.04382;
Particle no.; 20;  2.04563; 3.69121;
Particle no.; 21;  6.45336; 1.83776;
Particle no.; 22;  2.33844; 7;
Particle no.; 23;  0; 5.38235;
Particle no.; 24;  2.23147; 4.60021;
Particle no.; 25;  4.4711; 4.92948;
Particle no.; 26;  5.65777; 3.71883;
Particle no.; 27;  0.977153; 1.278;
Particle no.; 28;  0.0410404; 4.60896;
Particle no.; 29;  2.74313; 4.37405;
Particle no.; 30;  4.00654; 2.5263;
Particle no.; 31;  6.32527; 1.93087;
Particle no.; 32;  5.81656; 4.41557;
Particle no.; 33;  3.98666; 4.30952;
Particle no.; 34;  5.56653; 5.1162;
Particle no.; 35;  0.0294048; 2.26344;
Particle no.; 36;  1.66307; 6.07852;
Particle no.; 37;  0.010573; 5.85073;
Particle no.; 38;  6.43228; 1.16447;
Particle no.; 39;  6.45485; 0;
Particle no.; 40;  6.03378; 5.44959;
Particle no.; 41;  5.21373; 5.38333;
Particle no.; 42;  2.18352; 4.95767;
Particle no.; 43;  6.61985; 6.72889;
Particle no.; 44;  6.84671; 0;
Particle no.; 45;  1.83845; 6.02307;
Particle no.; 46;  1.78128; 0.77318;
Particle no.; 47;  2.02198; 6.3211;
Particle no.; 48;  5.19461; 4.32157;
Particle no.; 49;  1.60301; 3.45457;
iteration no.; 290; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.08821;
Particle no.; 1;  2.81611; 2.97411;
Particle no.; 2;  6.26702; 2.93031;
Particle no.; 3;  6.12236; 6.21251;
Particle no.; 4;  1.00839; 0.406714;
Particle no.; 5;  1.98634; 7;
Particle no.; 6;  1.57747; 7;
Particle no.; 7;  7; 2.97439;
Particle no.; 8;  6.09667; 0;
Particle no.; 9;  2.67066; 4.31851;
Particle no.; 10;  7; 2.60453;
Particle no.; 11;  1.39673; 4.59161;
Particle no.; 12;  1.22559; 5.94047;
Particle no.; 13;  6.07631; 2.83343;
Particle no.; 14;  1.31954; 3.4742;
Particle no.; 15;  6.80313; 0.860508;
Particle no.; 16;  7; 0;
Particle no.; 17;  5.0352; 2.89122;
Particle no.; 18;  3.82199; 4.87671;
Particle no.; 19;  2.73595; 4.05989;
Particle no.; 20;  3.8399; 4.57788;
Particle no.; 21;  6.39285; 2.387;
Particle no.; 22;  0.984596; 7;
Particle no.; 23;  2.58807; 6.45677;
Particle no.; 24;  2.1654; 4.53414;
Particle no.; 25;  0; 4.10938;
Particle no.; 26;  3.92092; 1.37329;
Particle no.; 27;  0.861547; 1.12681;
Particle no.; 28;  0.0389645; 5.87618;
Particle no.; 29;  2.808; 4.43892;
Particle no.; 30;  4.00654; 2.52631;
Particle no.; 31;  6.31916; 2.03074;
Particle no.; 32;  3.67046; 4.32066;
Particle no.; 33;  1.19053; 1.69891;
Particle no.; 34;  5.79676; 5.41877;
Particle no.; 35;  0.0687261; 2.52677;
Particle no.; 36;  1.80175; 6.47712;
Particle no.; 37;  0; 6.06992;
Particle no.; 38;  6.81354; 4.27508;
Particle no.; 39;  6.58189; 0;
Particle no.; 40;  7; 7;
Particle no.; 41;  5.30501; 5.46601;
Particle no.; 42;  2.18412; 4.95824;
Particle no.; 43;  6.62031; 6.72925;
Particle no.; 44;  6.84901; 0;
Particle no.; 45;  1.81547; 5.99912;
Particle no.; 46;  2.7808; 1.72505;
Particle no.; 47;  0.967976; 5.99649;
Particle no.; 48;  4.98706; 4.11402;
Particle no.; 49;  3.77433; 5.12034;
